mjd,flux_90,flux_90_err,flux_150,flux_150_err,flux_220,flux_220_err
60139.8007369524,48.86280908461237,5.35266083958128,29.46514443676302,7.240384951975413,66.610431773489,25.59927320740912
60139.80288211863,45.049661152234734,5.131731912808904,79.75506806843443,6.4515611647502515,46.65218486285534,22.015940138069432
60139.79334245879,28.971814245072604,7.511633121796472,37.27705149589482,12.136298428368988,-83.50616785452553,48.62308615197686
60139.79087765284,67.6487059674531,11.455936859836765,83.76489896935233,37.92905460292746,-46.09179245993489,67.75331773539799
60139.790558164845,,inf,,inf,,inf
60139.793022970785,-51.591217525004,10.15185589554397,99.58017995591464,18.19085500272822,-14.47521373357857,45.75632851888493
60139.81274134233,,inf,,inf,,inf
60139.80534692456,53.624665659900224,6.362313219918227,68.6925442153495,7.328656955779046,52.798196735256596,28.961806231005344
60139.79827214647,81.63481805666054,5.512228164440052,103.13735348279482,6.83732604613738,-39.20191001972216,30.166090653480918
60139.80041738856,33.33967830840049,5.484818079055307,45.34947903940578,6.03466759918764,77.68194117527565,25.68302029957162
60139.80813144603,1.2738578747932823,10.609781581654047,34.58225103982351,13.882918288416908,11.556967766161394,64.58996008322224
60139.8102765364,26.65251303777681,10.385193723618277,36.26483696318966,13.59124579340741,-71.96939389686847,60.13817372837588
60139.80566664011,42.6790103044593,6.689925957128853,68.14474378898474,8.466234225798758,11.080479515178183,34.43540291601902
60139.810596251955,,inf,,inf,,inf
60139.803201758325,28.007968333479344,6.336150780603946,34.466756321555714,8.321357605426709,143.41691341558206,31.434464633214084
60139.79548777669,47.69451335586485,6.732187324568611,70.01382142967545,8.382313496825807,324.36550766969697,36.482484308434294
60139.797952506786,63.67121822047869,6.098613163695958,46.939458332320235,7.170692886511991,-83.55680560100946,29.620619662408952
60139.795807264694,45.58012213438889,6.342066968696032,50.86111980475541,9.505280509999702,-132.46431749659624,40.4043547291059
60139.80781173048,40.026060057243754,6.788541057082548,108.69607531283656,8.152993255701865,13.818413894320688,33.92211772972636
60139.788412771064,,inf,,inf,,inf
60141.37831074559,16.27190106333225,5.959305372984645,13.50279627281663,6.659755182433613,-82.87983643880015,28.192858372823338
60141.36630453522,14.475368422657185,5.537257908231339,49.52524061962291,6.393753950373844,114.57443283221566,23.2458257107186
60141.37369902885,44.825883860201756,5.561852893022792,45.78068654946403,6.54699978714298,-4.880854454734038,26.56470094516226
60141.36352198589,,inf,,inf,1760.8935590955741,839.8413260600129
60141.36137484752,,inf,,inf,-2587.7018699786604,782.9188930352044
60141.370916403655,77.70689289865801,5.3388216790372915,38.169864745644176,6.69534813348952,-129.90426863398494,25.488309198238813
60141.37862871656,25.122652965472,8.078440462999197,5.023997936968257,10.351783930534983,188.9679719662966,43.866355347369336
60141.36845159776,80.62897033159503,5.534069529502577,35.95387208925856,6.291074079021829,-53.12743818308594,22.30606842736368
60141.36598679182,50.45328700092912,8.128465347312728,37.18394767119979,7.716308802007107,-0.15810474503487043,32.49054199503605
60141.37584593967,14.107837811918417,5.46483487567591,-0.47991685197815914,6.611950063425109,145.079809850485,25.11426205509229
60141.37616391063,39.9964514305991,6.038146600112498,18.010510148881732,7.053276389665799,138.27910028418182,28.08632774633753
60141.37338120958,32.04209948867357,5.065258130029176,48.79241138592488,5.994161979932527,4.234615687767321,21.295386098850983
60141.363839653444,-0.2813251941406361,8.193396493835237,36.89981262151757,7.554435419415376,141.5263595838173,31.17969199379188
60141.37123422293,53.97541566433623,5.221002048613471,0.01805973409231838,6.151708128761069,-30.65825027032447,21.701700359743153
60141.36876934115,51.56126995210442,5.421579316142827,8.449358700423929,6.637988318450944,-18.8597383885781,25.383998175735194
60141.38077555152,51.74220079400611,8.23385836883332,24.59503315302417,10.58215179349193,-112.8158999779314,43.18093937407848
60141.38109352248,,inf,,inf,,inf
60141.383240357456,,inf,,inf,,inf
60141.465570033295,,inf,,inf,-194.44935522729833,107.4829634304957
60141.480677901745,41.3880236438024,8.565766189078797,26.70911484788234,10.557409712795888,-56.884853154616245,41.60626358888183
60141.47296437523,28.476902378935208,5.358161697769417,2.4882489904079854,6.485045836346047,150.13754347443245,24.90495538695953
60141.48528832901,,inf,,inf,,inf
60141.47049964516,69.82223356735621,6.009721650682673,17.788346626837896,6.8477560571632745,114.85252171878979,24.90604257583043
60141.468034915066,13.988912345387574,8.166736025364035,88.82812961240813,8.39382488004765,3.03589426235758,38.10830717378898
60141.48314278352,,inf,,inf,,inf
60141.46588891448,86.3906700440908,7.701902597247621,71.55151483335034,8.412830782020798,24.09436432192926,38.198496770121885
60141.47821301996,56.059308330746745,6.032586789786099,50.83685241107745,6.693629115675978,144.31903585793353,27.137185758729817
60141.47574828989,55.29235875603959,5.858360954265326,73.47269369186589,6.929665756934318,30.297671298912366,27.52745497707831
60141.473283408115,104.45290571496717,5.499616670499676,96.93616020013133,6.477692075144661,42.5229279864241,23.431691012672943
60141.47789398707,76.80344145378427,5.850837393185273,60.32742145220133,6.977666653613385,155.70270176727578,26.073981484413412
60141.46835364455,68.53704494078137,5.825727411262276,26.65571832991742,6.64497394165137,208.92466137468122,24.627875170424414
60141.48282359892,87.98037298185338,8.555680801037157,46.78404395532874,10.502598342511764,-108.01049056258834,40.75967637200348
60141.47081852633,56.6124334374199,5.444766788403916,40.400590273347824,6.307145276395585,-10.24258799092154,24.712910770979047
60141.47542925701,41.24807662380995,5.6305141011799344,74.78077904727137,6.5226445518313865,110.62137872820811,24.877532765942902
60141.4634240327,24807.895350729137,8027.374903658736,,inf,241.18961802875967,101.43863483971671
60141.48035886886,52.27408633321234,6.259619091100907,60.19257924647153,6.899468760219051,68.16033235741877,26.181764956101592
60141.56695414945,72.8354640327566,46.914175541495084,-874.2738051336656,122.34589376083598,-958.2734515236674,789.0880891329061
60141.58388799951,25.276465517943716,6.011209022440784,36.41970794051457,7.785244015593024,53.803375114057516,26.997396947372586
60141.584208018474,-0.7617651838723887,8.33025898233721,9.802309810677956,10.411686534189228,46.79014775237369,42.391105674565054
60141.57434864308,65.02830471167103,5.183224702627567,46.06023355416349,6.671205996557302,60.741242574257235,23.054280588368194
60141.57681344899,68.43815792924366,5.147043576335091,32.4865218470727,6.127952196283374,18.112918892375937,22.8901860079444
60141.58174313671,32.74835320954789,6.053351762838889,-1.5423458873452551,7.878229850355921,-55.19511411139519,29.48314994681187
60141.5718837613,44.115716881130666,5.650727320384909,79.39040794530347,6.844382788727107,-23.84532320130284,24.646084261222878
60141.57927825493,51.37327368572816,5.825565168656586,62.95679632677125,6.894785326967979,-87.42974604977621,27.56797592706366
60141.576493581735,65.36934239776333,5.195900426960181,46.27053833987479,6.675429070433073,-21.642751130802534,23.52923610678449
60141.58142319359,26.909836883701338,5.98274397736033,8.405860289113447,6.510815352419701,56.21990128853817,26.974146625686743
60141.571564045735,23.451334924604733,8.522346266382078,56.875507581388,9.164373526439327,-32.40213609712357,35.99055899082558
60141.58667282441,,inf,,inf,,inf
60141.58635280543,40.8437646238364,8.167348323774885,31.648458914177983,10.182867168016351,125.42196740235536,45.601990895497394
60141.57895846351,42.33533334477568,5.322247076481034,60.85699555202039,6.414352719254849,-30.18305330925868,23.224832630357884
60141.569418955376,18.03190436883626,8.733783352178357,9.387629221686831,8.726336677544248,-173.5572756401356,34.79669329472497
60141.56909923981,,inf,,inf,,inf
60141.58881753551,,inf,,inf,,inf
60141.57402885166,28.35898915883582,5.691221773680613,27.2411905032539,6.787870755905051,-42.41392025796652,24.965260742778682
60142.20805529077,-339.04412192918204,76.42757672143976,-45.62897530421245,199.34507852614254,-113155.04465933386,33794.12672821503
60142.20590731804,87.62319386991193,77.30361105300855,656.3224584232713,188.78875036291012,77800.24079774141,34965.31246920693
60142.205590560705,113.65749425476415,8.006880992862738,38.799112545991065,9.687276693475054,-53.12571023487258,39.37422810529787
60142.203442436265,100.44491047081965,7.827662053447967,51.79612114090801,9.952976025916016,20.53297966200575,39.10668902892752
60142.203125678934,80.75758598319048,5.72992232846758,34.171750232688744,6.47701241265788,111.78843198069711,25.651215272655357
60142.20097755449,70.29341681061763,5.745492033878127,66.78371471665832,7.210036331526455,37.03547395523116,24.181336351276226
60142.200660948845,56.422529526189024,6.514415505068229,56.054217347817584,6.4832383365145,113.06813754507952,24.46811296448323
60142.19851282442,78.01679351180236,6.301804370562267,-4.870341736668152,6.476340582079543,-90.44573736572568,26.172835784524594
60142.198196218786,79.99184196755073,5.362845221535557,83.43681950067656,6.238218775760193,96.56412906791152,21.81882586605736
60142.196047942634,101.5082608028069,5.537176996108821,128.12993883390823,6.1242510415534905,0.09171525134286804,21.99923008405434
60142.195731337,45.38046824869675,5.2861182121917025,66.91989446745927,6.18610466342351,32.09320162918843,23.61492254416579
60142.19358306085,85.03917434308518,5.34830000927889,63.95520794754579,6.338031302242644,80.12015725549152,24.396103737718988
60142.193266606926,116.50709267159036,5.847139107107766,52.14596840502172,6.636366524857909,35.871605738668755,25.24002376672114
60142.19111833079,48.57330393233238,5.78648796040287,79.9215877557227,6.323483737877926,13.535147941928061,26.57256485754638
60142.190801725155,72.75284899925754,8.209845681963898,115.4082145527255,9.182017223871496,253.28045762498945,35.02735248052034
60142.188653449004,41.10137514129477,8.074551257606455,36.15548462631373,8.821576044905097,193.07025022710957,36.46830907316776
60142.188336995074,,inf,,inf,,inf
60142.18618856722,,inf,,inf,,inf
60142.30910831359,,inf,,inf,,inf
60142.306960795955,,inf,,inf,,inf
60142.30664350767,46.41362896926542,9.129827459254118,-2.1416374839446295,10.588966543636001,-121.02204766411688,38.79083573083971
60142.30449599003,45.6412443737217,8.69734160132558,109.44919446105588,10.735032779146199,135.1728183313073,40.65008314388516
60142.304178701736,105.34417584783853,6.453629459820872,13.139436933736972,7.448296215768339,16.615384969117336,28.590178406163353
60142.30203110826,62.75204450867942,6.205906463801434,81.50900371523352,7.597468020400183,-36.46041700498469,29.084272148937647
60142.30171389581,65.93847576393263,5.428508976030584,15.466311136973468,6.460161933994044,-56.29282659809132,24.559306008060222
60142.299566302325,76.34137394061143,5.700281029438677,34.155008825153935,6.730257594590482,59.13937962510019,23.992433632165397
60142.29924908988,60.898137849143346,5.7674820399090425,32.55095396861311,6.591849846715644,41.37923319015859,23.99140763802674
60142.297101496406,70.52292228332007,5.8204132903957815,45.20863860264516,6.398394837243,147.67116332230515,24.985296328367557
60142.296784283964,68.52346340007787,5.2787679924087945,53.82402443378553,5.8366838470032,63.14278445915288,25.328396292294645
60142.29463661462,48.98035647509721,5.228823439673484,88.64214190464772,5.856900316605914,2.7960021255387657,25.24753205765723
60142.29431955389,96.290949758859,6.16693167266597,55.09577738032374,6.9725627601818285,12.984008593636712,24.95364086595881
60142.29217180871,101.97090385581234,5.858713372278333,22.613675654715617,6.802801378261574,51.793567006168004,24.390669238699545
60142.291854747964,104.2127578388055,7.771407134480636,34.540703308162634,7.694885720598075,151.40382049786407,30.261269106921283
60142.28970692693,109.45778069117033,7.593811765157477,56.81373207078935,7.3498592590052665,110.05292361609145,31.68608777178953
60142.28938994204,147.7601038814825,12.906380579094318,92.86312116723444,13.37096156643468,71.97817659674709,49.18869493726374
60142.287242121005,13.229394475570967,13.994615125290617,103.57468896929424,14.09445710620912,42.93495075013704,50.55781877681596
60142.410161033,,inf,,inf,,inf
60142.4080145773,,inf,,inf,,inf
60142.407696151226,58.153154390249384,9.918120688596332,17.093436340495273,10.536971450418731,43.83190334906174,47.21083408709314
60142.40554969552,92.3322963823975,10.041313932229583,52.008699802103024,10.834073681801206,45.95763835946372,46.08402659826635
60142.40523142115,61.464544274972766,5.922655869461729,34.054370811944565,7.162210066996215,-70.45599278332054,26.626781957651325
60142.40308481374,77.72392917398182,5.801387955170196,16.79364703080827,6.869593767263037,-2.8999074198705124,26.48309723514237
60142.40276669108,51.99140842773468,5.962927659699643,101.05135025989668,6.509338083701151,91.89094111448912,27.59390425479699
60142.40062008367,106.06654533808977,5.778865008776497,52.11005687295292,6.494942137151013,5.939784260803752,27.77053865509061
60142.4003018093,47.15617487108706,5.543109779412004,12.202253321537647,6.646398025484239,-95.29937713216658,25.11953303640639
60142.39815520189,90.0005843485937,5.618637743393618,64.10985847559775,6.5219083540320035,90.16825939700975,23.897548201823497
60142.397837079225,68.92475618372224,4.91628602988351,64.2874690130537,5.751752900262498,56.472427634125985,21.277478770251573
60142.39569032011,74.38313084396137,4.92219482650222,25.151416536025582,5.687257137564008,65.52427949241977,21.340213602351835
60142.3953722733,78.94594452151141,5.948949275367864,25.587535108230156,6.594399986709871,120.94562857839853,27.192234654402604
60142.39322551418,95.6916042141573,5.9645851181611445,78.14736187827891,6.737336317112392,82.17144605594663,27.360680083895065
60142.39290746738,88.75949318116402,7.3586857651128454,55.04278381295322,9.157003031732506,132.5081460925175,41.017612469626755
60142.39076070826,102.91209197030838,7.593325649815983,63.29869297779423,9.18855304144614,-174.48998240369693,43.13234858990619
60142.39044266145,15.973582321159963,19.612778044677327,4.714624104720908,15.803910995614446,-226.49305548650543,102.73390198356239
60142.38829582648,-56.21737952725853,17.90160654450443,-41.10022066213275,15.35183623002051,143.69316154710978,106.23199696865484
